lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.2212266,-75.2887369,SWEDESFORD RD & RR UNDERPASS; UPPER GWYNEDD; 2016-01-12 @ 23:06:31;,,Traffic: VEHICLE ACCIDENT -,2016-01-12 23:12:02,UPPER GWYNEDD,SWEDESFORD RD & RR UNDERPASS,1
40.2337131,-75.4636031,HIGHLAND MANOR DR & DEAD END;  PERKIOMEN; Station 308C; 2016-08-21 @ 06:48:30;,,EMS: CARDIAC EMERGENCY,2016-08-21 06:52:01,PERKIOMEN,HIGHLAND MANOR DR & DEAD END,1
40.172526,-75.2846533,DEKALB PIKE & BLUE BELL SPRINGS DR; WHITPAIN; 2016-05-04 @ 20:03:03;,19422.0,Traffic: VEHICLE ACCIDENT -,2016-05-04 20:07:01,WHITPAIN,DEKALB PIKE & BLUE BELL SPRINGS DR,1
40.2483044,-75.6470058,CHARLOTTE ST & WALNUT ST;  POTTSTOWN; Station 329; 2016-04-04 @ 07:08:31;,19464.0,EMS: SUBJECT IN PAIN,2016-04-04 07:12:01,POTTSTOWN,CHARLOTTE ST & WALNUT ST,1
40.3265128,-75.620536,PHILADELPHIA AVE & WILLIAMS WAY;  DOUGLASS; Station 332; 2016-03-23 @ 15:01:47;,19525.0,EMS: UNKNOWN MEDICAL EMERGENCY,2016-03-23 15:06:00,DOUGLASS,PHILADELPHIA AVE & WILLIAMS WAY,1
40.268591,-75.4691502,N GRAVEL PIKE & SPRING MOUNT RD; LOWER FREDERICK; 2016-07-23 @ 16:49:10;,19473.0,Traffic: VEHICLE ACCIDENT -,2016-07-23 16:52:02,LOWER FREDERICK,N GRAVEL PIKE & SPRING MOUNT RD,1
40.2165796,-75.5512432,ENTERPRISE DR & KEYSTONE DR;  LIMERICK; Station 324A; 2016-02-10 @ 14:26:20;,19468.0,EMS: ALTERED MENTAL STATUS,2016-02-10 14:31:56,LIMERICK,ENTERPRISE DR & KEYSTONE DR,1
40.1647216,-75.1524189,VILLAGE RD & TIMBER RD; HORSHAM; 2016-06-23 @ 14:51:07;,19044.0,Traffic: VEHICLE ACCIDENT -,2016-06-23 14:56:01,HORSHAM,VILLAGE RD & TIMBER RD,1
40.233259,-75.269595,MAIN ST & GREENWOOD RD; LANSDALE; 2016-06-21 @ 21:13:12-Station:STA14;,19446.0,Fire: FIRE ALARM,2016-06-21 21:17:00,LANSDALE,MAIN ST & GREENWOOD RD,1
40.0216953,-75.3188027,LANCASTER AVE & MORTON RD;  LOWER MERION; Station 313; 2016-04-16 @ 21:33:01;,19010.0,EMS: BACK PAINS/INJURY,2016-04-16 21:37:01,LOWER MERION,LANCASTER AVE & MORTON RD,1
40.0972222,-75.3761952,RAMP I76 WB TO RT202 SB & RAMP I76 WB TO RT422 WB; UPPER MERION; 2016-06-04 @ 12:10:08;,,Traffic: VEHICLE ACCIDENT -,2016-06-04 12:11:01,UPPER MERION,RAMP I76 WB TO RT202 SB & RAMP I76 WB TO RT422 WB,1
40.1545535,-75.2215651, ; AMBLER; 2016-02-19 @ 22:16:42;,,Traffic: DISABLED VEHICLE -,2016-02-19 22:22:02,AMBLER,,1
40.1537535,-75.1216041,EASTON RD & LAWNTON RD;  UPPER MORELAND; Station 381; 2016-06-28 @ 19:53:00;,19090.0,EMS: CARDIAC EMERGENCY,2016-06-28 19:57:00,UPPER MORELAND,EASTON RD & LAWNTON RD,1
40.3119448,-75.6114018,GILBERTSVILLE RD & YODER AVE;  DOUGLASS; Station 332; 2016-04-29 @ 11:40:29;,19525.0,EMS: FALL VICTIM,2016-04-29 11:42:00,DOUGLASS,GILBERTSVILLE RD & YODER AVE,1
40.1433257,-75.422819,NANCY DR & DEAD END;  LOWER PROVIDENCE; Station 322A; 2016-08-24 @ 06:35:13;,,EMS: ABDOMINAL PAINS,2016-08-24 06:36:08,LOWER PROVIDENCE,NANCY DR & DEAD END,1
40.0972222,-75.3761952,RAMP RT202 NB TO RT422  & RT422 WB; UPPER MERION; 2016-05-01 @ 12:45:44;,,Traffic: VEHICLE ACCIDENT -,2016-05-01 12:47:01,UPPER MERION,RAMP RT202 NB TO RT422  & RT422 WB,1
40.2948168,-75.537972,BIG RD & COLONIAL RD;  UPPER FREDERICK; Station 331; 2016-03-28 @ 16:06:52;,18074.0,EMS: RESPIRATORY EMERGENCY,2016-03-28 16:12:00,UPPER FREDERICK,BIG RD & COLONIAL RD,1
40.1741312,-75.0984907,WARMINSTER RD & BYBERRY RD; HATBORO; 2016-01-21 @ 03:47:07-Station:STA95;,19040.0,Fire: FIRE ALARM,2016-01-21 03:52:00,HATBORO,WARMINSTER RD & BYBERRY RD,1
40.1004231,-75.2070644,NO LOCATION - NEIGHBORING COUNTY;  SPRINGFIELD; Station 329; 2016-01-05 @ 12:27:29;,,EMS: LACERATIONS,2016-01-05 12:31:01,SPRINGFIELD,NO LOCATION - NEIGHBORING COUNTY,1
40.3782277,-75.4886581,ASPEN CIR & W 8TH ST;  RED HILL; Station 369; 2016-03-24 @ 18:52:02;,18076.0,EMS: SUBJECT IN PAIN,2016-03-24 18:57:00,RED HILL,ASPEN CIR & W 8TH ST,1
40.1537598,-75.223839,BUTLER AVE & S MAIN ST; AMBLER; 2016-08-15 @ 22:10:32-Station:STA7;,19002.0,Fire: FIRE ALARM,2016-08-15 22:12:00,AMBLER,BUTLER AVE & S MAIN ST,1
40.0104612,-75.2961465,WOODSIDE RD & W LANCASTER AVE; LOWER MERION; 2016-05-24 @ 14:07:04;,19003.0,Traffic: VEHICLE ACCIDENT -,2016-05-24 14:11:01,LOWER MERION,WOODSIDE RD & W LANCASTER AVE,1
40.2387237,-75.578516,EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; Station 329; 2016-04-09 @ 18:45:29;,19464.0,EMS: RESPIRATORY EMERGENCY,2016-04-09 18:47:00,LOWER POTTSGROVE,EVERGREEN RD & W LIGHTCAP RD,1
40.152535,-75.114405,WARREN ST & RAAB ST;  UPPER MORELAND; Station 381; 2016-05-30 @ 15:24:47;,19090.0,EMS: RESPIRATORY EMERGENCY,2016-05-30 15:27:00,UPPER MORELAND,WARREN ST & RAAB ST,1
40.1102914,-75.2440825,JOSHUA RD & STENTON AVE; WHITEMARSH; 2015-12-23 @ 15:39:37;,19462.0,Traffic: VEHICLE ACCIDENT -,2015-12-23 15:42:01,WHITEMARSH,JOSHUA RD & STENTON AVE,1
40.2478721,-75.6437149,WALNUT ST & N FRANKLIN ST;  POTTSTOWN; Station 329; 2016-06-27 @ 03:45:00;,19464.0,EMS: BACK PAINS/INJURY,2016-06-27 03:47:00,POTTSTOWN,WALNUT ST & N FRANKLIN ST,1
40.0826233,-75.0914373,CENTRAL AVE & HUNTINGDON PIKE;  ROCKLEDGE; Station 382; 2016-02-20 @ 12:55:53;,19046.0,EMS: UNRESPONSIVE SUBJECT,2016-02-20 12:56:00,ROCKLEDGE,CENTRAL AVE & HUNTINGDON PIKE,1
40.2303211,-75.4707923,BRIDGE ST & GODSHALL RD;  PERKIOMEN; Station 324; 2016-01-02 @ 05:34:56;,19426.0,EMS: FALL VICTIM,2016-01-02 05:37:00,PERKIOMEN,BRIDGE ST & GODSHALL RD,1
40.088958,-75.408347,GODDARD BLVD & N GULPH RD;  UPPER MERION; Station 317; 2016-03-17 @ 18:41:19;,19406.0,EMS: ALLERGIC REACTION,2016-03-17 18:47:01,UPPER MERION,GODDARD BLVD & N GULPH RD,1
40.089973,-75.1410849,FERNBROOK AVE & MAPLE AVE;  CHELTENHAM; Station 358A; 2016-01-28 @ 19:15:23;,19095.0,EMS: ALTERED MENTAL STATUS,2016-01-28 19:17:00,CHELTENHAM,FERNBROOK AVE & MAPLE AVE,1
40.095171,-75.414699,1ST AVE & FREEDOM DR;  UPPER MERION; Station 317; 2016-07-06 @ 08:39:44;,19406.0,EMS: UNKNOWN MEDICAL EMERGENCY,2016-07-06 08:42:01,UPPER MERION,1ST AVE & FREEDOM DR,1
40.1004231,-75.2070644,RT309 EXPY & WILLOW GROVE AVE OVERPASS; SPRINGFIELD; 2016-04-25 @ 15:25:43;,,Traffic: VEHICLE ACCIDENT -,2016-04-25 15:27:01,SPRINGFIELD,RT309 EXPY & WILLOW GROVE AVE OVERPASS,1
40.0097305,-75.2688406,HOMEWOOD AVE & SABINE AVE;  NARBERTH; Station 313; 2016-05-14 @ 05:08:32;,19072.0,EMS: RESPIRATORY EMERGENCY,2016-05-14 05:12:00,NARBERTH,HOMEWOOD AVE & SABINE AVE,1
40.0995307,-75.3909376,GENERAL ARMSTRONG RD & GENERAL STEUBEN RD; UPPER MERION; 2016-03-13 @ 21:37:18-Station:STA47;,19406.0,Fire: ELECTRICAL FIRE OUTSIDE,2016-03-13 21:42:00,UPPER MERION,GENERAL ARMSTRONG RD & GENERAL STEUBEN RD,1
40.1685378,-75.4982005,BLACK ROCK RD & S TRAPPE RD;  UPPER PROVIDENCE; Station 325; 2016-02-12 @ 15:12:21;,19468.0,EMS: ALTERED MENTAL STATUS,2016-02-12 15:17:00,UPPER PROVIDENCE,BLACK ROCK RD & S TRAPPE RD,1
40.1326363,-75.378327,EGYPT RD & W MAIN ST; WEST NORRITON; 2016-03-31 @ 16:21:49;,19403.0,Traffic: ROAD OBSTRUCTION -,2016-03-31 16:42:02,WEST NORRITON,EGYPT RD & W MAIN ST,1
40.1855727,-75.0954423,E COUNTY LINE RD & OAKDALE AVE; HATBORO; 2016-07-05 @ 23:04:10;,18974.0,Traffic: VEHICLE ACCIDENT -,2016-07-05 23:07:01,HATBORO,E COUNTY LINE RD & OAKDALE AVE,1
40.1888962,-75.1468437,HORSHAM RD & NORRISTOWN RD; HORSHAM; 2016-04-01 @ 19:18:42;,19044.0,Traffic: ROAD OBSTRUCTION -,2016-04-01 19:22:03,HORSHAM,HORSHAM RD & NORRISTOWN RD,1
40.2560369,-75.5927008,BUCHERT RD & LAUREL WAY;  LOWER POTTSGROVE; Station 329; 2016-03-02 @ 21:45:22;,19464.0,EMS: ASSAULT VICTIM,2016-03-02 21:47:00,LOWER POTTSGROVE,BUCHERT RD & LAUREL WAY,1
40.2459704,-75.652817,HIGH ST & S YORK ST; POTTSTOWN; 2016-04-03 @ 11:03:04-Station:STA69;,19464.0,Fire: FIRE ALARM,2016-04-03 11:07:01,POTTSTOWN,HIGH ST & S YORK ST,1
40.0972222,-75.3761952,E SWEDESFORD RD & MARKET ST; UPPER MERION; 2016-04-12 @ 07:58:39;,,Traffic: VEHICLE ACCIDENT -,2016-04-12 08:02:01,UPPER MERION,E SWEDESFORD RD & MARKET ST,1
40.0972222,-75.3761952,RT422  & W VALLEY FORGE RD OVERPASS; UPPER MERION; 2016-07-19 @ 10:04:29;,,Traffic: VEHICLE ACCIDENT -,2016-07-19 10:07:01,UPPER MERION,RT422  & W VALLEY FORGE RD OVERPASS,1
40.1859503,-75.2707523,DEKALB PIKE & GRASSHOPPER LN; LOWER GWYNEDD; 2016-07-23 @ 20:40:23;,19002.0,Traffic: DISABLED VEHICLE -,2016-07-23 20:42:01,LOWER GWYNEDD,DEKALB PIKE & GRASSHOPPER LN,1
40.022338,-75.31989,LANCASTER AVE & SUMMIT GROVE AVE; LOWER MERION; 2016-02-13 @ 15:13:45-Station:STA23;,19010.0,Fire: CARBON MONOXIDE DETECTOR,2016-02-13 15:17:01,LOWER MERION,LANCASTER AVE & SUMMIT GROVE AVE,1
40.0661053,-75.1192699,ASHBOURNE RD & WOODLAWN AVE; CHELTENHAM; 2016-03-11 @ 10:32:59-Station:STA3;,19027.0,Fire: FIRE ALARM,2016-03-11 10:37:01,CHELTENHAM,ASHBOURNE RD & WOODLAWN AVE,1
40.031267,-75.3323759,COUNTY LINE RD & BRAXTON RD; LOWER MERION; 2016-04-21 @ 11:41:49;,19010.0,Traffic: VEHICLE ACCIDENT -,2016-04-21 11:47:01,LOWER MERION,COUNTY LINE RD & BRAXTON RD,1
40.2402334,-75.2446059,HARBOB LN & NORTH WALES RD; MONTGOMERY; 2016-07-21 @ 11:17:36;,19454.0,Traffic: VEHICLE ACCIDENT -,2016-07-21 11:22:01,MONTGOMERY,HARBOB LN & NORTH WALES RD,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-02-09 @ 11:01:17;,19403.0,EMS: HEAD INJURY,2016-02-09 11:07:00,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-01-07 @ 11:55:13;,19403.0,EMS: MEDICAL ALERT ALARM,2016-01-07 11:57:00,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.2465386,-75.6488196,KING ST & PENN ST; POTTSTOWN; 2016-04-27 @ 08:02:04-Station:STA69;,19464.0,Fire: FIRE ALARM,2016-04-27 08:06:00,POTTSTOWN,KING ST & PENN ST,1
40.2450058,-75.5930476,HIGH ST & BROWN ST; LOWER POTTSGROVE; 2016-02-05 @ 16:17:43;,19464.0,Traffic: VEHICLE ACCIDENT -,2016-02-05 16:22:03,LOWER POTTSGROVE,HIGH ST & BROWN ST,1
40.1715668,-75.1096972,HORSHAM RD & S YORK RD;  HATBORO; Station 384; 2016-04-19 @ 16:54:11;,19040.0,EMS: MATERNITY,2016-04-19 16:57:00,HATBORO,HORSHAM RD & S YORK RD,1
40.1130613,-75.1192289,SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; Station 381; 2016-06-06 @ 12:30:10;,19046.0,EMS: CVA/STROKE,2016-06-06 12:32:01,ABINGTON,SUSQUEHANNA RD & HUNTINGDON RD,1
40.3143122,-75.3239316,FAIRVIEW AVE & N 2ND ST;  SOUDERTON; Station 339; 2016-02-23 @ 20:43:49;,18964.0,EMS: LACERATIONS,2016-02-23 20:47:01,SOUDERTON,FAIRVIEW AVE & N 2ND ST,1
40.1598196,-75.2884364,WENTZ RD & SILO CIR; WHITPAIN; 2016-06-16 @ 18:39:21-Station:STA33;,19422.0,Fire: BUILDING FIRE,2016-06-16 18:42:00,WHITPAIN,WENTZ RD & SILO CIR,1
40.1923123,-75.1295641,HIDDEN CREEK DR & W MORELAND AVE;  HORSHAM; Station 352; 2016-01-30 @ 18:58:00;,19040.0,EMS: ALTERED MENTAL STATUS,2016-01-30 19:01:00,HORSHAM,HIDDEN CREEK DR & W MORELAND AVE,1
40.1588655,-75.2142109,BETHLEHEM PIKE & HOMESTEAD LN; UPPER DUBLIN; 2016-07-07 @ 11:50:57;,19002.0,Traffic: VEHICLE ACCIDENT -,2016-07-07 11:52:00,UPPER DUBLIN,BETHLEHEM PIKE & HOMESTEAD LN,1
40.245731,-75.3416869,TOWAMENCIN AVE & SUMNEYTOWN PIKE;  TOWAMENCIN; Station 345B; 2016-08-16 @ 12:19:57;,19438.0,EMS: RESPIRATORY EMERGENCY,2016-08-16 12:22:07,TOWAMENCIN,TOWAMENCIN AVE & SUMNEYTOWN PIKE,1
40.086567,-75.166432,EASTON RD & RAMP S EASTON RD TO RT309 SB; CHELTENHAM; 2016-08-12 @ 10:40:13-Station:STA1;,,Fire: FIRE ALARM,2016-08-12 10:42:01,CHELTENHAM,EASTON RD & RAMP S EASTON RD TO RT309 SB,1
40.0222096,-75.2768064,MCCLENAGHAN MILL RD & E OLD GULPH RD; LOWER MERION; 2016-06-16 @ 13:27:41;,19096.0,Traffic: VEHICLE ACCIDENT -,2016-06-16 13:32:01,LOWER MERION,MCCLENAGHAN MILL RD & E OLD GULPH RD,1
40.2861796,-75.5621192,LOUISA WAY & JESSICA DR;  NEW HANOVER; Station 332; 2016-04-06 @ 17:24:44;,19525.0,EMS: SUBJECT IN PAIN,2016-04-06 17:27:00,NEW HANOVER,LOUISA WAY & JESSICA DR,1
40.3125424,-75.3261422,DIAMOND ST & N MAIN ST; SOUDERTON; 2016-03-15 @ 18:55:27-Station:STA74;,18964.0,Fire: VEHICLE ACCIDENT,2016-03-15 18:57:01,SOUDERTON,DIAMOND ST & N MAIN ST,1
40.2559034,-75.5658819,PRUSS HILL RD & RUPERT RD;  LOWER POTTSGROVE; Station 329; 2016-02-04 @ 20:28:33;,19464.0,EMS: CVA/STROKE,2016-02-04 20:32:01,LOWER POTTSGROVE,PRUSS HILL RD & RUPERT RD,1
40.2449124,-75.6443631,HIGH ST & S FRANKLIN ST; POTTSTOWN; 2016-04-02 @ 18:45:33-Station:STA69;,19464.0,Fire: RESCUE - ELEVATOR,2016-04-02 18:47:00,POTTSTOWN,HIGH ST & S FRANKLIN ST,1
40.2081644,-75.5426597,LEWIS RD & ROYERSFORD RD; LIMERICK; 2016-07-22 @ 20:07:32-Station:STA51;,19468.0,Fire: FIRE ALARM,2016-07-22 20:12:00,LIMERICK,LEWIS RD & ROYERSFORD RD,1
40.1364894,-75.3049702,ARCH RD & E GERMANTOWN PIKE; EAST NORRITON; 2016-01-27 @ 00:55:29;,19401.0,Traffic: VEHICLE ACCIDENT -,2016-01-27 00:56:00,EAST NORRITON,ARCH RD & E GERMANTOWN PIKE,1
40.0829813,-75.2063031,STENTON AVE;  SPRINGFIELD; Station 311; 2016-08-03 @ 10:03:31;,,EMS: VEHICLE ACCIDENT,2016-08-03 10:06:00,SPRINGFIELD,STENTON AVE,1
40.2290075,-75.3878525,NO LOCATION - NEIGHBORING COUNTY;  BUCKS COUNTY; Station EMS; 2016-05-14 @ 21:51:44;,,EMS: RESPIRATORY EMERGENCY,2016-05-14 21:57:00,BUCKS COUNTY,NO LOCATION - NEIGHBORING COUNTY,1
40.1198332,-75.1253492,SUSQUEHANNA RD & RR OVERPASS; ABINGTON; 2016-06-03 @ 15:45:50;,,Traffic: DISABLED VEHICLE -,2016-06-03 15:47:03,ABINGTON,SUSQUEHANNA RD & RR OVERPASS,1
40.1799653,-75.3119393,SKIPPACK PIKE & CASSEL RD; WORCESTER; 2016-02-06 @ 14:44:26;,19403.0,Traffic: VEHICLE ACCIDENT -,2016-02-06 14:46:01,WORCESTER,SKIPPACK PIKE & CASSEL RD,1
40.0111017,-75.2594374,IONA AVE & MONTGOMERY AVE; NARBERTH; 2016-02-05 @ 18:03:25;,19072.0,Traffic: VEHICLE ACCIDENT -,2016-02-05 18:07:01,NARBERTH,IONA AVE & MONTGOMERY AVE,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2016-06-09 @ 08:05:54;,19403.0,EMS: GENERAL WEAKNESS,2016-06-09 08:07:03,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.1971473,-75.2979059,PRIMROSE DR & MAHOGANY WAY;  UPPER GWYNEDD; Station 345B; 2016-07-29 @ 13:25:09;,19446.0,EMS: HEMORRHAGING,2016-07-29 13:27:00,UPPER GWYNEDD,PRIMROSE DR & MAHOGANY WAY,1
40.2310256,-75.5221306,N LIMERICK RD & W RIDGE PIKE; LIMERICK; 2016-02-19 @ 08:26:02;,19468.0,Traffic: VEHICLE ACCIDENT -,2016-02-19 08:31:01,LIMERICK,N LIMERICK RD & W RIDGE PIKE,1
40.0921365,-75.1620346,EASTON RD & LIMEKILN PIKE; CHELTENHAM; 2016-05-23 @ 20:12:35-Station:STA1;,19095.0,Fire: FIRE ALARM,2016-05-23 20:17:00,CHELTENHAM,EASTON RD & LIMEKILN PIKE,1
40.1307486,-75.3750185,W MAIN ST & N SCHUYLKILL AVE; WEST NORRITON; 2016-05-13 @ 22:54:05;,19403.0,Traffic: DISABLED VEHICLE -,2016-05-13 22:57:01,WEST NORRITON,W MAIN ST & N SCHUYLKILL AVE,1
40.1121357,-75.3209352,PENN RD & FAIRFIELD RD;  PLYMOUTH; Station 308; 2016-03-24 @ 12:24:40;,19462.0,EMS: RESPIRATORY EMERGENCY,2016-03-24 12:27:00,PLYMOUTH,PENN RD & FAIRFIELD RD,1
40.30479,-75.3638279,HARLEYSVILLE PIKE;  SOUDERTON; Station 339; 2016-04-26 @ 14:42:35;,,EMS: UNKNOWN MEDICAL EMERGENCY,2016-04-26 14:46:00,SOUDERTON,HARLEYSVILLE PIKE,1
40.2485526,-75.2792606,WALNUT ST & W 8TH ST;  LANSDALE; Station 345; 2016-08-16 @ 15:24:36;,19446.0,EMS: CARDIAC EMERGENCY,2016-08-16 15:27:01,LANSDALE,WALNUT ST & W 8TH ST,1
40.2574079,-75.6379595,CHARLOTTE ST & ST JOHN ST;  POTTSTOWN; Station 329; 2016-03-17 @ 00:01:36;,19464.0,EMS: OVERDOSE,2016-03-17 00:07:00,POTTSTOWN,CHARLOTTE ST & ST JOHN ST,1
40.1295515,-75.3785172,RT422  & RIVERVIEW BLVD UNDERPASS; WEST NORRITON; 2016-02-03 @ 19:30:17;,,Traffic: DISABLED VEHICLE -,2016-02-03 19:31:01,WEST NORRITON,RT422  & RIVERVIEW BLVD UNDERPASS,1
40.2084315,-75.5062219,TOWNSHIP LINE RD & SPRING LAKE RD;  UPPER PROVIDENCE; Station 324; 2016-02-20 @ 17:07:13;,19468.0,EMS: FRACTURE,2016-02-20 17:12:02,UPPER PROVIDENCE,TOWNSHIP LINE RD & SPRING LAKE RD,1
40.1895883,-75.5418494,SPRUCE ST & N 5TH AVE; ROYERSFORD; 2016-03-20 @ 19:19:12-Station:STA98;,19468.0,Fire: BUILDING FIRE,2016-03-20 19:22:01,ROYERSFORD,SPRUCE ST & N 5TH AVE,1
40.1759512,-75.0933888,REINIGER RD & MANOR RD;  UPPER MORELAND; Station 384; 2016-02-17 @ 13:25:33;,19040.0,EMS: UNKNOWN MEDICAL EMERGENCY,2016-02-17 13:27:01,UPPER MORELAND,REINIGER RD & MANOR RD,1
40.1414828,-75.117142,MORELAND RD & EASTON RD; ABINGTON; 2016-03-04 @ 21:07:22-Station:STA500;,19090.0,Fire: VEHICLE FIRE,2016-03-04 21:11:00,ABINGTON,MORELAND RD & EASTON RD,1
40.3142539,-75.6353784,SWINEHART RD & MILL ST;  DOUGLASS; Station 332; 2016-06-09 @ 13:23:48;,19512.0,EMS: FALL VICTIM,2016-06-09 13:27:00,DOUGLASS,SWINEHART RD & MILL ST,1
40.118983,-75.415897,MONROE BLVD & MADISON AVE; LOWER PROVIDENCE; 2016-08-01 @ 02:46:17-Station:STA53;,19403.0,Fire: FIRE ALARM,2016-08-01 02:51:00,LOWER PROVIDENCE,MONROE BLVD & MADISON AVE,1
40.1390155,-75.2124309,BETHLEHEM PIKE & WASHINGTON LN;  UPPER DUBLIN; Station 351; 2016-05-07 @ 23:13:44;,19034.0,EMS: ALTERED MENTAL STATUS,2016-05-07 23:17:00,UPPER DUBLIN,BETHLEHEM PIKE & WASHINGTON LN,1
40.1029265,-75.1565357,TYSON AVE & LYNNWOOD AVE; CHELTENHAM; 2016-02-15 @ 10:54:24-Station:STA1;,19038.0,Fire: FIRE INVESTIGATION,2016-02-15 10:57:01,CHELTENHAM,TYSON AVE & LYNNWOOD AVE,1
40.324992,-75.3281748,LUTHERAN HOME DR & DEAD END;  TELFORD; Station 339; 2016-08-02 @ 11:41:15;,,EMS: CARDIAC EMERGENCY,2016-08-02 11:46:01,TELFORD,LUTHERAN HOME DR & DEAD END,1
40.2088428,-75.2142054,SQUIRE DR & GENTRY LN; HORSHAM; 2016-08-01 @ 18:05:25-Station:STA15;,19002.0,Fire: FIRE ALARM,2016-08-01 18:07:00,HORSHAM,SQUIRE DR & GENTRY LN,1
40.1821003,-75.2177447,NORRISTOWN RD & RADCLIFF LN;  LOWER GWYNEDD; Station 351; 2016-01-10 @ 19:48:09;,19002.0,EMS: LACERATIONS,2016-01-10 19:52:01,LOWER GWYNEDD,NORRISTOWN RD & RADCLIFF LN,1
40.2290075,-75.3878525,SCHOOLHOUSE RD & BISHOP RD;  CHESTER COUNTY; Station 3A84; 2016-01-29 @ 17:14:13;,,EMS: CVA/STROKE,2016-01-29 17:17:01,CHESTER COUNTY,SCHOOLHOUSE RD & BISHOP RD,1
40.1537535,-75.1216041,EASTON RD & LAWNTON RD;  UPPER MORELAND; Station 381; 2016-08-12 @ 02:33:39;,19090.0,EMS: HEAD INJURY,2016-08-12 02:37:00,UPPER MORELAND,EASTON RD & LAWNTON RD,1
40.3048721,-75.3270049,BROAD ST & N HUNSBERGER LN; FRANCONIA; 2016-07-24 @ 16:30:09;,18964.0,Traffic: VEHICLE ACCIDENT -,2016-07-24 16:32:01,FRANCONIA,BROAD ST & N HUNSBERGER LN,1
40.3077958,-75.2998221,BETHLEHEM PIKE & TOWNSHIP LINE RD; HATFIELD TOWNSHIP; 2015-12-13 @ 09:12:31;,18964.0,Traffic: VEHICLE ACCIDENT -,2015-12-13 09:16:02,HATFIELD TOWNSHIP,BETHLEHEM PIKE & TOWNSHIP LINE RD,1
40.2083076,-75.2283594,WELSH RD & EVANS RD; MONTGOMERY; 2016-08-18 @ 16:59:31;,19002.0,Traffic: VEHICLE ACCIDENT -,2016-08-18 17:02:03,MONTGOMERY,WELSH RD & EVANS RD,1
40.1585699,-75.1802873,LIMEKILN PIKE & DILLON RD;  UPPER DUBLIN; Station 351; 2016-03-19 @ 16:47:42;,19002.0,EMS: ALLERGIC REACTION,2016-03-19 16:52:00,UPPER DUBLIN,LIMEKILN PIKE & DILLON RD,1
40.236678,-75.250072,NORTH WALES RD & ROSE LN; MONTGOMERY; 2015-12-30 @ 12:08:44;,19454.0,Traffic: VEHICLE ACCIDENT -,2015-12-30 12:12:01,MONTGOMERY,NORTH WALES RD & ROSE LN,1
40.0741416,-75.1382137,CEDAR LN & ASHBOURNE RD; CHELTENHAM; 2016-06-08 @ 12:08:57;,19027.0,Traffic: ROAD OBSTRUCTION -,2016-06-08 12:11:01,CHELTENHAM,CEDAR LN & ASHBOURNE RD,1
40.1540915,-75.3877173,PARK AVE & VILLAGE GREEN LN; LOWER PROVIDENCE; 2016-02-29 @ 05:59:02;,19403.0,Traffic: DISABLED VEHICLE -,2016-02-29 06:02:02,LOWER PROVIDENCE,PARK AVE & VILLAGE GREEN LN,1
40.1068386,-75.1238039,OLD YORK RD & HARTE RD; ABINGTON; 2016-01-22 @ 16:58:49;,19046.0,Traffic: VEHICLE ACCIDENT -,2016-01-22 17:02:01,ABINGTON,OLD YORK RD & HARTE RD,1
40.1317624,-75.1371555,WOODLAND RD & ST CHARLES PL;  ABINGTON; Station 381; 2016-04-14 @ 12:04:08;,19001.0,EMS: UNCONSCIOUS SUBJECT,2016-04-14 12:07:00,ABINGTON,WOODLAND RD & ST CHARLES PL,1
40.0946591,-75.3627488,E DEKALB PIKE & S HENDERSON RD; UPPER MERION; 2016-04-17 @ 21:27:04;,19406.0,Traffic: VEHICLE ACCIDENT -,2016-04-17 21:32:01,UPPER MERION,E DEKALB PIKE & S HENDERSON RD,1
40.2050074,-75.2386299,LAMPLIGHTER LN & MEETINGHOUSE RD;  LOWER GWYNEDD; Station 351; 2015-12-31 @ 17:56:09;,19454.0,EMS: FALL VICTIM,2015-12-31 18:02:01,LOWER GWYNEDD,LAMPLIGHTER LN & MEETINGHOUSE RD,1
40.1081512,-75.1839407,EDANN RD & TOLL RD; SPRINGFIELD; 2016-06-17 @ 08:56:50-Station:STA700;,19075.0,Fire: CARBON MONOXIDE DETECTOR,2016-06-17 09:02:01,SPRINGFIELD,EDANN RD & TOLL RD,1
40.1741312,-75.0984907,WARMINSTER RD & BYBERRY RD; HATBORO; 2016-03-27 @ 07:09:51-Station:STA95;,19040.0,Fire: FIRE ALARM,2016-03-27 07:12:00,HATBORO,WARMINSTER RD & BYBERRY RD,1
